RTO4_ID	UniProt
12628	A0A2T0AGV2
8600	A0A2T0AHR2
12173	A0A2T0AFH3
11206	A0A2S9ZXI6
9443	A0A2T0A271
16780	A0A2T0A4J7
14675	A0A2T0A8H7
10553	A0A2S9ZZ59
11975	A0A2T0AEY1
13318	A0A2T0AE58
13905	A0A2T0AA50
13999	A0A2T0AAE3
13648	A0A2T0AC73
8642	A0A2T0AHW2
11035	A0A2S9ZYN0
10256	A0A2T0A053
13198	A0A2T0ADT3
12144	A0A2T0AFD1
8606	A0A2T0AHQ5
9654	A0A2T0A2U3
16476	A0A2T0A3G4
10070	A0A2T0A1T5
11482	A0A2S9ZWW5
14962	A0A2T0A9G3
15266	A0A2T0A6R1
10896	A0A2S9ZY85
13823	A0A2T0A9W1
15940	A0A2T0A599
11500	A0A2S9ZWZ1
11760	A0A2S9ZWH2
11150	A0A2S9ZXE9
10811	A0A2S9ZY31
9056	A0A2T0AJ05
14395	A0A2T0ABI8
10838	A0A2S9ZY82
12651	A0A2T0AGU9
8431	A0A2T0AH77
16179	A0A2T0A690
11231	A0A2S9ZXK6
14640	A0A2T0A8E5
9777	A0A2T0A0Y2
10191	A0A2T0A031
9820	A0A2T0A140
13766	A0A2T0A9R4
13566	A0A2T0ABW9
8664	A0A2T0AHX0
8690	A0A2T0AI05
8726	A0A2T0AI23
11758	A0A2S9ZWH6
14860	A0A2T0A905
13663	A0A2T0AC76
12119	A0A2T0AFB3
12512	A0A2T0AGH6
12545	A0A2T0AGJ3
12672	A0A2T0AGY6
16121	A0A2T0A5T2
15512	A0A2T0A7H1
16603	A0A2T0A3U0
13098	A0A2T0ADI4
8456	A0A2T0AHA5
12498	A0A2T0AGG4
11823	A0A2S9ZVM3
9888	A0A2T0A1B0
16191	A0A2T0A5Z7
9506	A0A2T0A2C6
15105	A0A2T0A694
14994	A0A2T0A9E6
14023	A0A2T0AAG6
12489	A0A2T0AGD2
8632	A0A2T0AHU9
8866	A0A2T0AIF9
8467	A0A2T0AHB5
12050	A0A2T0AF64
12278	A0A2T0AFT6
15639	A0A2T0A7R6
9869	A0A2T0A179
10549	A0A2S9ZZ23
13580	A0A2T0AC10
13708	A0A2T0ACD3
13071	A0A2T0ADG5
9665	A0A2T0A2Y9
12070	A0A2T0AF83
12022	A0A2T0AF36
12449	A0A2T0AG92
11120	A0A2S9ZXB2
10048	A0A2T0A1R5
12806	A0A2T0ACT5
16475	A0A2T0A3H6
8819	A0A2T0AIB1
8862	A0A2T0AIH8
14889	A0A2T0A9E1
14140	A0A2T0AAT0
13311	A0A2T0AE57
9373	A0A2T0A203
15808	A0A2T0A4X0
15895	A0A2T0A547
9412	A0A2T0A263
10794	A0A2S9ZY17
16835	A0A2T0A4H3
14811	A0A2T0A8X1
12923	A0A2T0AD14
14939	A0A2T0A9I3
16291	A0A2T0A2Y1
9327	A0A2T0A1U9
16553	A0A2T0A3N7
15328	A0A2T0A6W1
15548	A0A2T0A7I0
11122	A0A2S9ZXB7
12471	A0A2T0AGB6
12721	A0A2S9ZVF6
12871	A0A2T0ACW6
9770	A0A2T0A0X8
8983	A0A2T0AIS0
15702	A0A2T0A4K4
15767	A0A2T0A4S1
12582	A0A2T0AGP5
8744	A0A2T0AI44
11689	A0A2S9ZW96
11612	A0A2S9ZW27
14850	A0A2T0A901
10290	A0A2T0A0A5
15966	A0A2T0A5D6
15910	A0A2T0A570
16131	A0A2T0A5T8
13978	A0A2T0AAG9
10940	A0A2S9ZYH6
14518	A0A2T0A828
11048	A0A2S9ZYS3
10899	A0A2S9ZYC2
11852	A0A2S9ZVQ1
16766	A0A2T0A499
10111	A0A2S9ZZV0
14689	A0A2T0A8U1
10267	A0A2T0A087
14141	A0A2T0AAV6
8841	A0A2T0AIF0
10350	A0A2T0A0G3
9270	A0A2T0AJP0
9749	A0A2T0A0W1
9787	A0A2T0A0Y5
14441	A0A2T0ABN6
9673	A0A2T0A2T9
16352	A0A2T0A334
11829	A0A2S9ZVM8
15770	A0A2T0A4S9
15318	A0A2T0A6U9
10993	A0A2S9ZYJ9
9303	A0A2T0A1T2
9652	A0A2T0A2U8
8532	A0A2T0AHK4
11192	A0A2S9ZXJ0
15840	A0A2T0A500
14515	A0A2T0A808
16470	A0A2T0A3K8
16753	A0A2T0A492
11892	A0A2S9ZVU6
12663	A0A2T0AGX4
10691	A0A2S9ZZI6
8761	A0A2T0AI71
14203	A0A2T0AB05
11649	A0A2S9ZW62
13572	A0A2T0ABZ4
12355	A0A2T0AG10
12402	A0A2T0AG71
16515	A0A2T0A3L5
13106	A0A2T0ADL5
11599	A0A2S9ZW11
13991	A0A2T0AAE5
11191	A0A2S9ZXG5
16834	A0A2T0A4K2
15133	A0A2T0A6M6
10973	A0A2S9ZYH9
9874	A0A2T0A176
9378	A0A2T0A205
13951	A0A2T0AAA4
12904	A0A2T0ACZ6
14893	A0A2T0A937
12557	A0A2T0AGK1
8469	A0A2T0AHA1
10965	A0A2S9ZYG3
10928	A0A2S9ZYG8
10720	A0A2S9ZZJ8
12579	A0A2T0AGL7
13234	A0A2T0ADY9
16153	A0A2T0A5Z6
16011	A0A2T0A5G9
16269	A0A2T0A6H8
12333	A0A2T0AFZ6
11929	A0A2T0AES0
12475	A0A2T0AGC7
11945	A0A2T0AEV4
8898	A0A2T0AIP7
14534	A0A2T0A824
15073	A0A2T0A9M0
13630	A0A2T0AC54
8856	A0A2T0AIE9
9190	A0A2T0AJG0
16574	A0A2T0A3T6
14609	A0A2T0A8M1
16621	A0A2T0A3V2
15755	A0A2T0A4Q6
14912	A0A2T0A9B8
14319	A0A2T0ABB6
11870	A0A2S9ZVR3
11523	A0A2S9ZX09
9541	A0A2T0A2H5
16331	A0A2T0A318
16535	A0A2T0A3M4
12393	A0A2T0AG61
9833	A0A2T0A123
16473	A0A2T0A3F9
10288	A0A2T0A095
14950	A0A2T0A995
13800	A0A2T0A9T1
16856	A0A2T0A4I9
15987	A0A2T0A5D5
16045	A0A2T0A5K1
14851	A0A2T0A915
16030	A0A2T0A5I7
15009	A0A2T0A9Q0
9066	A0A2T0AJ12
11282	A0A2S9ZXT5
12023	A0A2T0AF24
11854	A0A2S9ZVS8
10307	A0A2T0A0C6
9980	A0A2T0A1K1
15761	A0A2T0A4R4
9633	A0A2T0A2Q6
16281	A0A2T0A2W7
13592	A0A2T0AC16
14594	A0A2T0A884
13817	A0A2T0A9V8
16375	A0A2T0A380
16708	A0A2T0A436
13825	A0A2T0A9W8
13150	A0A2T0ADQ1
13796	A0A2T0A9U1
15949	A0A2T0A5J0
14026	A0A2T0AAG5
10670	A0A2S9ZZE2
16430	A0A2T0A3G7
10018	A0A2T0A1N4
9656	A0A2T0A2S7
16768	A0A2T0A495
13019	A0A2T0ADC3
8864	A0A2T0AIG2
12101	A0A2T0AFB8
9276	A0A2T0AJM5
11450	A0A2S9ZWT8
11502	A0A2S9ZWZ4
9761	A0A2T0A0W4
10027	A0A2T0A1N2
9870	A0A2T0A193
9265	A0A2T0AJK2
13964	A0A2T0AAC6
14420	A0A2T0ABL0
12799	A0A2T0ACQ3
12783	A0A2T0ACN0
13087	A0A2T0ADI0
13321	A0A2T0AE66
13331	A0A2T0AE78
12495	A0A2T0AGE6
9883	A0A2T0A175
12044	A0A2T0AF30
13681	A0A2T0ACB9
13196	A0A2T0ADV7
8491	A0A2T0AHE0
8617	A0A2T0AHR7
9113	A0A2T0AJ47
11863	A0A2S9ZVR2
13418	A0A2T0AEF7
15862	A0A2T0A509
10610	A0A2S9ZZ83
9752	A0A2T0A0V1
14309	A0A2T0ABA0
13891	A0A2T0AA40
12937	A0A2T0AD23
16625	A0A2T0A3W3
14509	A0A2T0A8B7
15903	A0A2T0A5A5
13270	A0A2T0AE22
13299	A0A2T0AE49
15675	A0A2T0A7W2
11953	A0A2T0AEV0
14683	A0A2T0A8I5
12896	A0A2T0AD22
8695	A0A2T0AHX8
13515	A0A2T0ABS0
14425	A0A2T0ABL8
9022	A0A2T0AIY2
12868	A0A2T0ACV7
11680	A0A2S9ZW95
9671	A0A2T0A2V1
9095	A0A2T0AJ23
16242	A0A2T0A647
10719	A0A2S9ZZJ9
15727	A0A2T0A4M8
13540	A0A2T0ABW6
8685	A0A2T0AHX3
8835	A0A2T0AIC1
9635	A0A2T0A2V7
10918	A0A2S9ZYG0
8805	A0A2T0AI90
13907	A0A2T0AA55
11183	A0A2S9ZXH4
10898	A0A2S9ZYD9
12433	A0A2T0AG97
11806	A0A2S9ZVK9
11058	A0A2S9ZX19
14297	A0A2T0AB88
8757	A0A2T0AI67
14205	A0A2T0AAZ9
11625	A0A2S9ZW53
10375	A0A2T0A0I5
10541	A0A2S9ZZ38
15885	A0A2T0A537
9333	A0A2T0A1W3
13988	A0A2T0AAH9
14501	A0A2T0A804
12677	A0A2T0AGY1
13836	A0A2T0A9X4
16617	A0A2T0A3W7
14510	A0A2T0A825
14387	A0A2T0ABK1
14424	A0A2T0ABL4
13275	A0A2T0AE33
12764	A0A2T0ACK3
11947	A0A2T0AET9
10046	A0A2T0A1R3
10361	A0A2T0A0J8
10738	A0A2S9ZZK0
16796	A0A2T0A4C9
11868	A0A2S9ZVR1
16397	A0A2T0A3A5
14216	A0A2T0AB16
14356	A0A2T0ABE5
15103	A0A2T0A6K0
8696	A0A2T0AHZ5
13830	A0A2T0A9W7
12020	A0A2T0AF35
12724	A0A2S9ZVH1
12689	A0A2T0AGX5
16743	A0A2T0A481
15866	A0A2T0A542
14025	A0A2T0AAF5
13547	A0A2T0ABV2
11580	A0A2S9ZVZ6
10494	A0A2S9ZYY4
10571	A0A2S9ZZ64
10664	A0A2S9ZZF4
10202	A0A2T0A019
9369	A0A2T0A211
11100	A0A2S9ZX87
11184	A0A2S9ZXF4
10084	A0A2S9ZZN4
16170	A0A2T0A5X7
10150	A0A2S9ZZW3
9850	A0A2T0A173
13783	A0A2T0A9R9
13468	A0A2T0AEK5
13020	A0A2T0ADB4
13025	A0A2T0ADD8
13559	A0A2T0ABW4
12270	A0A2T0AFR9
8468	A0A2T0AHF3
15764	A0A2T0A4S3
8423	A0A2T0AH83
14552	A0A2T0A886
13271	A0A2T0AE16
11654	A0A2S9ZW70
12392	A0A2T0AG59
15746	A0A2T0A4S2
9319	A0A2T0A1W2
9935	A0A2T0A1E4
16538	A0A2T0A3M5
11296	A0A2S9ZXS8
9908	A0A2T0A1D0
16715	A0A2T0A451
10718	A0A2S9ZZI1
14825	A0A2T0A8X2
10224	A0A2T0A033
15924	A0A2T0A572
12734	A0A2T0ACH5
11565	A0A2S9ZVX9
13962	A0A2T0AAA1
9731	A0A2T0A0T4
9799	A0A2T0A110
8511	A0A2T0AHF7
10153	A0A2S9ZZV9
14854	A0A2T0A911
13672	A0A2T0AC91
12827	A0A2T0ACS0
12902	A0A2T0AD00
13147	A0A2T0ADN8
14380	A0A2T0ABH5
12249	A0A2T0AFP2
12258	A0A2T0AFR7
12297	A0A2T0AFT9
8675	A0A2T0AHW1
8932	A0A2T0AIP5
11521	A0A2S9ZX00
14829	A0A2T0A975
14238	A0A2T0AB72
12747	A0A2T0ACJ6
12429	A0A2T0AG76
8584	A0A2T0AHN8
10799	A0A2S9ZY19
9380	A0A2T0A222
14500	A0A2T0A815
12917	A0A2T0AD03
12469	A0A2T0AGB4
9994	A0A2T0A1J6
9624	A0A2T0A2R4
15712	A0A2T0A4L2
16142	A0A2T0A5T9
14664	A0A2T0A8E9
8460	A0A2T0AHC5
8487	A0A2T0AHD3
10892	A0A2S9ZY94
9910	A0A2T0A1D2
9354	A0A2T0A1Z3
10963	A0A2S9ZYH1
15919	A0A2T0A5G1
16166	A0A2T0A5X0
10385	A0A2T0A0J2
10660	A0A2S9ZZD2
10427	A0A2T0A0P7
13175	A0A2T0ADT1
13309	A0A2T0AE56
12405	A0A2T0AG63
12673	A0A2T0AGY3
8442	A0A2T0AHA4
15348	A0A2T0A6X9
11053	A0A2S9ZYR3
10708	A0A2S9ZZH1
15454	A0A2T0A7A7
14447	A0A2T0ABS4
12967	A0A2T0AD62
13829	A0A2T0A9X0
13324	A0A2T0AE79
14247	A0A2T0AB35
9124	A0A2T0AJ85
12162	A0A2T0AFI3
14157	A0A2T0AAU5
11801	A0A2S9ZVK7
12221	A0A2T0AFM7
15798	A0A2T0A4W0
13627	A0A2T0AC41
12149	A0A2T0AFE2
8684	A0A2T0AHY6
10852	A0A2S9ZY55
16261	A0A2T0A663
15842	A0A2T0A4Y8
12104	A0A2T0AF89
15164	A0A2T0A6G0
8718	A0A2T0AI50
14556	A0A2T0A873
11217	A0A2S9ZXG7
9471	A0A2T0A2A3
9479	A0A2T0A2C5
16801	A0A2T0A4D5
16720	A0A2T0A4D8
9321	A0A2T0A1V3
16463	A0A2T0A3E9
15580	A0A2T0A7N2
13050	A0A2T0ADE7
12116	A0A2T0AFC5
12536	A0A2T0AGI1
8846	A0A2T0AID9
15275	A0A2T0A6R4
12985	A0A2T0AD94
10022	A0A2T0A1L9
11252	A0A2S9ZXQ4
11788	A0A2S9ZVI2
10763	A0A2S9ZXW8
16038	A0A2T0A5J8
9960	A0A2T0A1I2
14117	A0A2T0AAQ5
15912	A0A2T0A563
15126	A0A2T0A6B6
15742	A0A2T0A4P2
16157	A0A2T0A5W3
16831	A0A2T0A4G3
10997	A0A2S9ZYK9
12315	A0A2T0AFX1
8988	A0A2T0AIY3
10995	A0A2S9ZYI9
9396	A0A2T0A215
11769	A0A2S9ZVF4
15196	A0A2T0A6J1
15333	A0A2T0A767
16567	A0A2T0A3R9
15637	A0A2T0A7T4
16770	A0A2T0A4I8
14234	A0A2T0AB37
14327	A0A2T0ABC6
15756	A0A2T0A4T3
12886	A0A2T0AD15
14898	A0A2T0A946
14174	A0A2T0AAX3
11606	A0A2S9ZW52
15240	A0A2T0A6N4
11240	A0A2S9ZXM9
12662	A0A2T0AGX7
14470	A0A2T0ABQ9
13163	A0A2T0ADR0
14304	A0A2T0AB96
13635	A0A2T0AC38
16572	A0A2T0A3Q6
10676	A0A2S9ZZE4
10722	A0A2S9ZZK6
11718	A0A2S9ZWD9
13226	A0A2T0ADY6
8516	A0A2T0AHF9
15373	A0A2T0A7A9
11468	A0A2S9ZWV3
11171	A0A2S9ZXE8
13420	A0A2T0AEH1
11976	A0A2T0AEZ3
12692	A0A2T0AH06
8716	A0A2T0AI13
10812	A0A2S9ZY15
11026	A0A2S9ZYL3
10864	A0A2S9ZY87
14182	A0A2T0AAX7
13149	A0A2T0ADQ2
15636	A0A2T0A7V3
11706	A0A2S9ZWF5
16779	A0A2T0A4C3
16115	A0A2T0A5R9
15618	A0A2T0A7P3
13847	A0A2T0A9Y4
16528	A0A2T0A3L0
9562	A0A2T0A2L3
16119	A0A2T0A623
11694	A0A2S9ZWA8
15439	A0A2T0A777
13607	A0A2T0AC23
13007	A0A2T0ADA1
13211	A0A2T0ADV3
16841	A0A2T0A4H1
11113	A0A2S9ZX90
11190	A0A2S9ZXI4
16569	A0A2T0A3S1
10488	A0A2S9ZYW1
9514	A0A2T0A2F5
15752	A0A2T0A4Q2
16152	A0A2T0A5V3
12056	A0A2T0AF68
12081	A0A2T0AF95
9061	A0A2T0AJ08
10628	A0A2S9ZZ94
12590	A0A2T0AGP8
12688	A0A2T0AH17
9076	A0A2T0AJ24
11187	A0A2S9ZXD5
10561	A0A2S9ZZ54
10108	A0A2S9ZZR8
10294	A0A2T0A098
10139	A0A2S9ZZW6
16838	A0A2T0A4G6
12232	A0A2T0AFQ2
12309	A0A2T0AFV3
8389	A0A2T0AH22
12732	A0A2T0ACI1
14582	A0A2T0A8B4
13551	A0A2T0ABY9
11989	A0A2T0AEX7
12245	A0A2T0AFQ4
12547	A0A2T0AGJ0
12035	A0A2T0AF40
10520	A0A2S9ZYZ5
8821	A0A2T0AIC9
15585	A0A2T0A7M4
14344	A0A2T0ABE6
8622	A0A2T0AHT6
13326	A0A2T0AE85
11951	A0A2T0AEW5
16645	A0A2T0A3Y3
15380	A0A2T0A724
8773	A0A2T0AI61
15502	A0A2T0A7G1
15624	A0A2T0A7T1
13972	A0A2T0AAA8
13183	A0A2T0ADT0
10884	A0A2S9ZYA4
16402	A0A2T0A387
15889	A0A2T0A5D0
16235	A0A2T0A634
14056	A0A2T0AAI8
12829	A0A2T0ACT6
12317	A0A2T0AFW1
11382	A0A2S9ZWM0
12067	A0A2T0AF65
12830	A0A2T0ACR9
8657	A0A2T0AHV8
13600	A0A2T0AC27
8896	A0A2T0AII9
9242	A0A2T0AJK4
16662	A0A2T0A3Z6
16082	A0A2T0A5M9
15195	A0A2T0A6I4
10902	A0A2S9ZYA6
10538	A0A2S9ZZ07
10545	A0A2S9ZZ27
9762	A0A2T0A0V7
9987	A0A2T0A1J3
15176	A0A2T0A6H1
16437	A0A2T0A3E2
12178	A0A2T0AFH9
13963	A0A2T0AAA5
15345	A0A2T0A6Y7
14372	A0A2T0ABI2
12603	A0A2T0AGR8
9792	A0A2T0A0Z0
14989	A0A2T0A9N4
14245	A0A2T0AB30
16693	A0A2T0A432
15289	A0A2T0A6S9
11546	A0A2S9ZVY8
13516	A0A2T0ABR8
10289	A0A2T0A0B7
8723	A0A2T0AI15
10873	A0A2S9ZY80
16079	A0A2T0A5W9
16683	A0A2T0A422
13971	A0A2T0AAC5
9025	A0A2T0AIV4
14830	A0A2T0A8Y5
11372	A0A2S9ZWK4
11175	A0A2S9ZXD7
8885	A0A2T0AIH1
11851	A0A2S9ZVR4
10134	A0A2S9ZZT3
14183	A0A2T0AAX6
14218	A0A2T0AB47
14308	A0A2T0ABD0
11199	A0A2S9ZXG0
11214	A0A2S9ZXI1
13357	A0A2T0AEA9
13472	A0A2T0AEL7
10351	A0A2T0A0I9
10041	A0A2T0A1P2
16687	A0A2T0A439
16733	A0A2T0A470
16565	A0A2T0A3P9
14502	A0A2T0A837
13419	A0A2T0AEH0
9968	A0A2T0A1I8
12994	A0A2T0AD96
14686	A0A2T0A8K4
8783	A0A2T0AI72
11800	A0A2S9ZVJ8
16000	A0A2T0A5F8
13567	A0A2T0ABY0
16575	A0A2T0A3R7
10548	A0A2S9ZZ16
10090	A0A2S9ZZQ6
12513	A0A2T0AGH7
11253	A0A2S9ZXN0
11275	A0A2S9ZXP0
15352	A0A2T0A708
15441	A0A2T0A775
14598	A0A2T0A8A8
10126	A0A2S9ZZS0
14910	A0A2T0A953
9518	A0A2T0A2E3
13952	A0A2T0AA91
16018	A0A2T0A5H6
9207	A0A2T0AJH0
13190	A0A2T0ADU5
12139	A0A2T0AFD2
14010	A0A2T0AAF4
8523	A0A2T0AHI9
8575	A0A2T0AHM0
8776	A0A2T0AI75
15836	A0A2T0A511
14454	A0A2T0ABP2
11388	A0A2S9ZWL6
11417	A0A2S9ZWR2
10781	A0A2S9ZY03
9769	A0A2T0A0X9
10160	A0A2S9ZZX5
14639	A0A2T0A8Q0
15850	A0A2T0A510
14964	A0A2T0A9B4
8652	A0A2T0AHX2
15278	A0A2T0A6R2
9127	A0A2T0AJ83
12135	A0A2T0AFD8
12707	A0A2T0AH11
16718	A0A2T0A446
12583	A0A2T0AGP9
15773	A0A2T0A4X2
9334	A0A2T0A1X4
16081	A0A2T0A5P3
14313	A0A2T0ABB7
12814	A0A2T0ACR5
13011	A0A2T0ADA8
14726	A0A2T0A8P7
9824	A0A2T0A124
9849	A0A2T0A160
11194	A0A2S9ZXG3
10797	A0A2S9ZY05
10471	A0A2S9ZYW6
11086	A0A2S9ZX68
10985	A0A2S9ZYI1
16482	A0A2T0A3H1
16040	A0A2T0A5J9
10298	A0A2T0A0A4
15101	A0A2T0A684
15725	A0A2T0A4N0
16477	A0A2T0A3I5
15014	A0A2T0A9F8
15733	A0A2T0A4S6
14193	A0A2T0AAY7
14548	A0A2T0A858
13135	A0A2T0ADP7
9750	A0A2T0A0W0
13016	A0A2T0ADC9
13386	A0A2T0AEE1
11662	A0A2S9ZW83
16501	A0A2T0A3J0
15729	A0A2T0A4W4
15857	A0A2T0A507
16180	A0A2T0A5Y7
12477	A0A2T0AGB9
8811	A0A2T0AIB8
10028	A0A2T0A1P5
10977	A0A2S9ZYJ1
10159	A0A2S9ZZY4
12661	A0A2T0AGW0
12200	A0A2T0AFI7
8520	A0A2T0AHI3
10585	A0A2S9ZZ65
10311	A0A2T0A0F2
9929	A0A2T0A1D6
9979	A0A2T0A1I6
9605	A0A2T0A2N6
10914	A0A2S9ZYD3
10934	A0A2S9ZYF3
9413	A0A2T0A243
16401	A0A2T0A391
16525	A0A2T0A3M0
16782	A0A2T0A4B2
15922	A0A2T0A573
14348	A0A2T0ABG2
14654	A0A2T0A8E2
13116	A0A2T0ADM6
13435	A0A2T0AEJ7
12366	A0A2T0AG16
9164	A0A2T0AJC4
9841	A0A2T0A137
15443	A0A2T0A7H3
15057	A0A2T0A9M2
11903	A0A2S9ZVV2
10573	A0A2S9ZZ79
9851	A0A2T0A149
13743	A0A2T0ACF2
9063	A0A2T0AIZ9
9189	A0A2T0AJB9
15550	A0A2T0A7K1
16587	A0A2T0A3T9
10784	A0A2S9ZY06
12720	A0A2S9ZVF1
9434	A0A2T0A275
15543	A0A2T0A7U0
8842	A0A2T0AIF8
9791	A0A2T0A0Y6
8872	A0A2T0AII8
14762	A0A2T0A8V5
14899	A0A2T0A9F0
14120	A0A2T0AAR0
15807	A0A2T0A4W2
12873	A0A2T0ACX1
9099	A0A2T0AJ33
14634	A0A2T0A8C4
15330	A0A2T0A6X5
16102	A0A2T0A5Q3
14127	A0A2T0AAR3
14136	A0A2T0AAS6
13339	A0A2T0AE93
14343	A0A2T0ABE2
15524	A0A2T0A7H6
14325	A0A2T0ABC2
10705	A0A2S9ZZI2
12424	A0A2T0AG77
12638	A0A2T0AGW3
8698	A0A2T0AI31
11101	A0A2S9ZX73
10155	A0A2S9ZZW5
10161	A0A2T0A002
16642	A0A2T0A3X6
10754	A0A2S9ZZP1
14628	A0A2T0A8E4
10188	A0A2S9ZZZ7
14782	A0A2T0A8X4
15046	A0A2T0A9J5
13767	A0A2T0A9P3
10036	A0A2T0A1Q4
13717	A0A2T0ACE2
15933	A0A2T0A5D4
9959	A0A2T0A1G6
12770	A0A2T0ACL1
12812	A0A2T0ACR2
8589	A0A2T0AHN0
12322	A0A2T0AFZ0
10370	A0A2T0A0I1
11533	A0A2S9ZX20
11337	A0A2S9ZXU6
14416	A0A2T0ABL2
10659	A0A2S9ZZD5
10206	A0A2T0A001
16690	A0A2T0A4A7
16137	A0A2T0A5U3
11149	A0A2S9ZXB0
15453	A0A2T0A7J1
14571	A0A2T0A872
10882	A0A2S9ZY83
10151	A0A2S9ZZZ2
9747	A0A2T0A0V2
9784	A0A2T0A0Z4
9687	A0A2T0A2V2
14945	A0A2T0A9B1
10764	A0A2S9ZXY4
9909	A0A2T0A1B8
13697	A0A2T0ACB6
8625	A0A2T0AHR5
8636	A0A2T0AHT5
9195	A0A2T0AJE0
11766	A0A2S9ZWL0
9796	A0A2T0A119
11013	A0A2S9ZYL8
12122	A0A2T0AFE1
13579	A0A2T0ABY7
9989	A0A2T0A1J5
10565	A0A2S9ZZ47
12822	A0A2T0ACS2
9015	A0A2T0AIU4
10790	A0A2S9ZY32
8728	A0A2T0AI20
14928	A0A2T0A972
14958	A0A2T0A9A3
12571	A0A2T0AGM2
12094	A0A2T0AF80
11897	A0A2S9ZVT6
16563	A0A2T0A3Q5
13375	A0A2T0AED7
13443	A0A2T0AEI2
10261	A0A2T0A0A3
10383	A0A2T0A0J6
11883	A0A2S9ZVS9
11643	A0A2S9ZW50
11752	A0A2S9ZWH4
10117	A0A2S9ZZT2
9976	A0A2T0A1J1
14438	A0A2T0ABP8
12957	A0A2T0AD48
13938	A0A2T0AAC2
11767	A0A2S9ZWJ3
9395	A0A2T0A221
16454	A0A2T0A3F5
16832	A0A2T0A4G2
13302	A0A2T0AE55
13365	A0A2T0AEC7
10881	A0A2S9ZY96
8954	A0A2T0AIQ0
9424	A0A2T0A265
16376	A0A2T0A367
15498	A0A2T0A7D0
11467	A0A2S9ZWV6
10693	A0A2S9ZZJ7
9312	A0A2T0A1V6
13384	A0A2T0AED9
10400	A0A2T0A0L5
9911	A0A2T0A1B1
10329	A0A2T0A0F7
9950	A0A2T0A1H4
15553	A0A2T0A7V0
14604	A0A2T0A895
15974	A0A2T0A5C2
14996	A0A2T0A9E5
13742	A0A2T0ACF9
12773	A0A2T0ACM2
12159	A0A2T0AFF1
12613	A0A2T0AGS7
8935	A0A2T0AIM0
10831	A0A2S9ZY50
16033	A0A2T0A5N5
14780	A0A2T0A8T1
15775	A0A2T0A4S4
16215	A0A2T0A616
15463	A0A2T0A7K0
9035	A0A2T0AIW9
9244	A0A2T0AJK7
11762	A0A2S9ZWI2
9903	A0A2T0A195
12993	A0A2T0AD89
10312	A0A2T0A0D0
11119	A0A2S9ZX91
16842	A0A2T0A4H2
16095	A0A2T0A5P7
12960	A0A2T0AD58
8990	A0A2T0AIU9
13128	A0A2T0ADL4
13310	A0A2T0AE61
9575	A0A2T0A2K7
13173	A0A2T0ADS0
10683	A0A2S9ZZI7
12869	A0A2T0ACX3
14659	A0A2T0A8R7
9215	A0A2T0AJF8
8432	A0A2T0AH96
11588	A0A2S9ZW02
8957	A0A2T0AIR5
10061	A0A2T0A1R2
15771	A0A2T0A4S7
15977	A0A2T0A5C5
11158	A0A2S9ZXC2
11658	A0A2S9ZW80
9995	A0A2T0A1K4
9732	A0A2T0A0T2
9578	A0A2T0A2K3
15577	A0A2T0A7M6
15400	A0A2T0A743
8587	A0A2T0AHM9
8683	A0A2T0AHX5
9483	A0A2T0A2B0
15425	A0A2T0A766
8674	A0A2T0AHX7
8750	A0A2T0AI65
15828	A0A2T0A4Z1
12454	A0A2T0AGA5
15019	A0A2T0A9R0
11234	A0A2S9ZXJ7
12259	A0A2T0AFQ3
8769	A0A2T0AI56
14980	A0A2T0A9C1
11847	A0A2S9ZVP7
14236	A0A2T0AB31
11699	A0A2S9ZWA6
8752	A0A2T0AI64
16024	A0A2T0A5H4
13350	A0A2T0AEA0
14682	A0A2T0A8M2
9984	A0A2T0A1I5
16510	A0A2T0A3S5
15925	A0A2T0A579
11310	A0A2S9ZXV4
16754	A0A2T0A4C1
15813	A0A2T0A514
15291	A0A2T0A6S2
13892	A0A2T0AA30
14194	A0A2T0AAZ6
13250	A0A2T0AE03
8775	A0A2T0AI55
8888	A0A2T0AIN7
12802	A0A2T0ACQ2
13261	A0A2T0AE05
13262	A0A2T0AE18
12292	A0A2T0AFV8
9235	A0A2T0AJH6
10860	A0A2S9ZY95
11316	A0A2S9ZXU8
9798	A0A2T0A126
16794	A0A2T0A4G5
15803	A0A2T0A503
11237	A0A2S9ZXK4
10132	A0A2S9ZZV1
9932	A0A2T0A1C9
15597	A0A2T0A7P5
16233	A0A2T0A667
14631	A0A2T0A8D1
13382	A0A2T0AED6
12036	A0A2T0AF50
8801	A0A2T0AIA5
10830	A0A2S9ZY68
10013	A0A2T0A1K9
8982	A0A2T0AIU6
11442	A0A2S9ZWS7
10525	A0A2S9ZZ01
11799	A0A2S9ZVK0
11066	A0A2S9ZX36
12889	A0A2T0ACZ9
11330	A0A2S9ZXX7
16551	A0A2T0A3P4
16263	A0A2T0A695
13417	A0A2T0AEG6
14974	A0A2T0A9C5
12669	A0A2T0AGV7
13410	A0A2T0AEG1
12637	A0A2T0AGT3
8953	A0A2T0AIP0
16041	A0A2T0A5K3
10296	A0A2T0A093
11350	A0A2S9ZWI7
15049	A0A2T0A9T3
11524	A0A2S9ZX13
11161	A0A2S9ZXD8
8524	A0A2T0AHI2
16462	A0A2T0A3F0
8756	A0A2T0AI58
12740	A0A2T0ACI3
13085	A0A2T0ADJ7
12741	A0A2T0ACJ1
12836	A0A2T0ACW7
